frame,urdu,english,punjabi,punjabi_gur
Coordinated,لڑکے سے چابی گر گئی تھی اور راجہ سے صراحیاں الٹ گئیں,the boy had accidentally dropped the key and the king accidentally flipped the pitchers,منڈے توں کنجی ڈِگ گئی سی تے راجا توں صراحیاں الٹ گئیاں,ਮੁੰਡੇ ਤੋਂ ਕੁੰਜੀ ਡਿੱਗ ਗਈ ਸੀ ਤੇ ਰਾਜਾ ਤੋਂ ਸੁਰਾਹੀਆਂ ਉਲਟ ਗਈਆਂ
Coordinated,ببلو سے دروازے گر گئے اور لڑکی سے کھلونے الٹ گئے,Bablu accidentally dropped the doors and the girl accidentally flipped the toys,ببلو توں بوہے ڈِگ گئے تے کُڑی توں کھڈونے الٹ گئے,ਬਬਲੂ ਤੋਂ ਬੂਹੇ ਡਿੱਗ ਗਏ ਤੇ ਕੁੜੀ ਤੋਂ ਖਿਡੌਣੇ ਉਲਟ ਗਏ
Coordinated,طالبہ سے چابی جل جائے گی اور لڑکے سے کتاب جل رہی ہے,the student will accidentally burn the key and the boy is accidentally burning the book,شاگرد توں کنجی سڑ جاوے گی تے منڈے توں کتاب سڑ رہی اے,ਸ਼ਾਗਿਰਦ ਤੋਂ ਕੁੰਜੀ ਸੜ ਜਾਵੇਗੀ ਤੇ ਮੁੰਡੇ ਤੋਂ ਕਿਤਾਬ ਸੜ ਰਹੀ ਏ
Coordinated,استاد سے کھلونا گر رہا ہے اور طالبہ سے کھلونا گر جائے گا,the teacher is accidentally dropping the toy and the student will accidentally drop the toy,استاد توں کھڈونا ڈِگ رہا اے تے شاگرد توں کھڈونا ڈِگ جاوے گا,ਉਸਤਾਦ ਤੋਂ ਖਿਡੌਣਾ ਡਿੱਗ ਰਿਹਾ ਏ ਤੇ ਸ਼ਾਗਿਰਦ ਤੋਂ ਖਿਡੌਣਾ ਡਿੱਗ ਜਾਵੇਗਾ
Coordinated,احمد سے گلدان ٹوٹ رہا ہے اور فاطمہ سے کھلونے کھسک گئے,Ahmed is accidentally breaking the vase and Fatima accidentally moved the toys,احمد توں گلدان ٹُٹ رہا اے تے فاطمہ توں کھڈونے کھسک گئے,ਅਹਮਦ ਤੋਂ ਗੁਲਦਾਨ ਟੁੱਟ ਰਿਹਾ ਏ ਤੇ ਫਾਤਿਮਾ ਤੋਂ ਖਿਡੌਣੇ ਖਸਕ ਗਏ
Coordinated,علی سے کھلونا جل گیا تھا اور طالبہ سے کھلونے الٹ گئے,Ali had accidentally burned the toy and the student accidentally flipped the toys,علی توں کھڈونا سڑ گیا سی تے شاگرد توں کھڈونے الٹ گئے,ਅਲੀ ਤੋਂ ਖਿਡੌਣਾ ਸੜ ਗਿਆ ਸੀ ਤੇ ਸ਼ਾਗਿਰਦ ਤੋਂ ਖਿਡੌਣੇ ਉਲਟ ਗਏ
Coordinated,علی سے صراحی ٹوٹ رہی ہے لیکن موٹو سے چابیاں کھسک گئیں,Ali is accidentally breaking the pitcher but Motu accidentally moved the keys,علی توں صراحی ٹُٹ رہی اے پر موٹو توں چابیاں کھسک گئیاں,ਅਲੀ ਤੋਂ ਸੁਰਾਹੀ ਟੁੱਟ ਰਹੀ ਏ ਪਰ ਮੋਟੂ ਤੋਂ ਚਾਬੀਆਂ ਖਸਕ ਗਈਆਂ
Coordinated,فاطمہ سے کتابیں ٹوٹ گئیں لیکن ثنا سے گلدان الٹ رہا ہے,Fatima accidentally broke the books but Sana is accidentally flipping the vase,فاطمہ توں کتاباں ٹُٹ گئیاں پر ثنا توں گلدان الٹ رہا اے,ਫਾਤਿਮਾ ਤੋਂ ਕਿਤਾਬਾਂ ਟੁੱਟ ਗਈਆਂ ਪਰ ਸਨਾ ਤੋਂ ਗੁਲਦਾਨ ਉਲਟ ਰਿਹਾ ਏ
Coordinated,استاد سے کھلونے کھسک گئے اور رانی سے قلم جل گئے,the teacher accidentally moved the toys and the queen accidentally burned the pen,استاد توں کھڈونے کھسک گئے تے رانی توں قلم سڑ گئے,ਉਸਤਾਦ ਤੋਂ ਖਿਡੌਣੇ ਖਸਕ ਗਏ ਤੇ ਰਾਨੀ ਤੋਂ ਕਲਮ ਸੜ ਗਏ
Coordinated,علی سے دروازے ٹوٹ گئے اور رانی سے کھلونے جل گئے,Ali accidentally broke the doors and the queen accidentally burned the toys,علی توں بوہے ٹُٹ گئے تے رانی توں کھڈونے سڑ گئے,ਅਲੀ ਤੋਂ ਬੂਹੇ ਟੁੱਟ ਗਏ ਤੇ ਰਾਨੀ ਤੋਂ ਖਿਡੌਣੇ ਸੜ ਗਏ
Coordinated,رانی سے چابی ٹوٹ رہی ہے لیکن راجہ سے کھلونے جل گئے,the queen is accidentally breaking the key but the king accidentally burned the toys,رانی توں کنجی ٹُٹ رہی اے پر راجا توں کھڈونے سڑ گئے,ਰਾਨੀ ਤੋਂ ਕੁੰਜੀ ਟੁੱਟ ਰਹੀ ਏ ਪਰ ਰਾਜਾ ਤੋਂ ਖਿਡੌਣੇ ਸੜ ਗਏ
Coordinated,رانی سے قلم کھسک گئے اور لڑکے سے قلم کھسک گئے,the queen accidentally moved the pen and the boy accidentally moved the pen,رانی توں قلم کھسک گئے تے منڈے توں قلم کھسک گئے,ਰਾਨੀ ਤੋਂ ਕਲਮ ਖਸਕ ਗਏ ਤੇ ਮੁੰਡੇ ਤੋਂ ਕਲਮ ਖਸਕ ਗਏ
Coordinated,طالبہ سے موبائل گر گیا ہے لیکن رانی سے قلم ٹوٹ گئے,the student has accidentally dropped the phone but the queen accidentally broke the pen,شاگرد توں موبائل ڈِگ گیا اے پر رانی توں قلم ٹُٹ گئے,ਸ਼ਾਗਿਰਦ ਤੋਂ ਮੋਬਾਈਲ ਡਿੱਗ ਗਿਆ ਏ ਪਰ ਰਾਨੀ ਤੋਂ ਕਲਮ ਟੁੱਟ ਗਏ
Coordinated,ببلو سے پنسل گر گئی ہے لیکن لڑکے سے کھلونا ٹوٹ رہا ہے,Bablu has accidentally dropped the pencil but the boy is accidentally breaking the toy,ببلو توں پنسل ڈِگ گئی اے پر منڈے توں کھڈونا ٹُٹ رہا اے,ਬਬਲੂ ਤੋਂ ਪੈਨਸਿਲ ਡਿੱਗ ਗਈ ਏ ਪਰ ਮੁੰਡੇ ਤੋਂ ਖਿਡੌਣਾ ਟੁੱਟ ਰਿਹਾ ਏ
Coordinated,موٹو سے قلم ٹوٹ رہا ہے لیکن استاد سے دروازے جل گئے,Motu is accidentally breaking the pen but the teacher accidentally burned the doors,موٹو توں قلم ٹُٹ رہا اے پر استاد توں بوہے سڑ گئے,ਮੋਟੂ ਤੋਂ ਕਲਮ ਟੁੱਟ ਰਿਹਾ ਏ ਪਰ ਉਸਤਾਦ ਤੋਂ ਬੂਹੇ ਸੜ ਗਏ
Coordinated,لڑکے سے پنسل ٹوٹ گئی ہے اور طالبہ سے گڑیا جل گئی ہے,the boy has accidentally broke the pencil and the student has accidentally burned the doll,منڈے توں پنسل ٹُٹ گئی اے تے شاگرد توں گڈی سڑ گئی اے,ਮੁੰਡੇ ਤੋਂ ਪੈਨਸਿਲ ਟੁੱਟ ਗਈ ਏ ਤੇ ਸ਼ਾਗਿਰਦ ਤੋਂ ਗੱਡੀ ਸੜ ਗਈ ਏ
Coordinated,فاطمہ سے کپ الٹ گیا تھا اور راجہ سے کتاب کھسک گئی,Fatima had accidentally flipped the cup and the king accidentally moved the book,فاطمہ توں کپ الٹ گیا سی تے راجا توں کتاب کھسک گئی,ਫਾਤਿਮਾ ਤੋਂ ਕਪ ਉਲਟ ਗਿਆ ਸੀ ਤੇ ਰਾਜਾ ਤੋਂ ਕਿਤਾਬ ਖਸਕ ਗਈ
Coordinated,راجہ سے قلم الٹ گیا ہے لیکن فاطمہ سے کھلونے الٹ گئے,the king has accidentally flipped the pen but Fatima accidentally flipped the toys,راجا توں قلم الٹ گیا اے پر فاطمہ توں کھڈونے الٹ گئے,ਰਾਜਾ ਤੋਂ ਕਲਮ ਉਲਟ ਗਿਆ ਏ ਪਰ ਫਾਤਿਮਾ ਤੋਂ ਖਿਡੌਣੇ ਉਲਟ ਗਏ
Coordinated,ببلو سے چابی الٹ گئی ہے لیکن طالبہ سے گڑیا الٹ گئی تھی,Bablu has accidentally flipped the key but the student had accidentally flipped the doll,ببلو توں کنجی الٹ گئی اے پر شاگرد توں گڈی الٹ گئی سی,ਬਬਲੂ ਤੋਂ ਕੁੰਜੀ ਉਲਟ ਗਈ ਏ ਪਰ ਸ਼ਾਗਿਰਦ ਤੋਂ ਗੱਡੀ ਉਲਟ ਗਈ ਸੀ
Coordinated,لڑکی سے قلم گر گئے اور ثنا سے کھلونے الٹ گئے,the girl accidentally dropped the pen and Sana accidentally flipped the toys,کُڑی توں قلم ڈِگ گئے تے ثنا توں کھڈونے الٹ گئے,ਕੁੜੀ ਤੋਂ ਕਲਮ ਡਿੱਗ ਗਏ ਤੇ ਸਨਾ ਤੋਂ ਖਿਡੌਣੇ ਉਲਟ ਗਏ
Coordinated,راجہ سے کھلونا ٹوٹ گیا لیکن لڑکی سے گاڑیاں الٹ گئیں,the king accidentally broke the toy but the girl accidentally flipped the cars,راجا توں کھڈونا ٹُٹ گیا پر کُڑی توں گڈیاں الٹ گئیاں,ਰਾਜਾ ਤੋਂ ਖਿਡੌਣਾ ਟੁੱਟ ਗਿਆ ਪਰ ਕੁੜੀ ਤੋਂ ਗੱਡੀਆਂ ਉਲਟ ਗਈਆਂ
Coordinated,راجہ سے کتاب ٹوٹ گئی ہے اور احمد سے چابی الٹ جائے گی,the king has accidentally broke the book and Ahmed will accidentally flip the key,راجا توں کتاب ٹُٹ گئی اے تے احمد توں کنجی الٹ جاوے گی,ਰਾਜਾ ਤੋਂ ਕਿਤਾਬ ਟੁੱਟ ਗਈ ਏ ਤੇ ਅਹਮਦ ਤੋਂ ਕੁੰਜੀ ਉਲਟ ਜਾਵੇਗੀ
Coordinated,راجہ سے دروازہ جل رہا ہے لیکن ببلو سے صراحیاں الٹ گئیں,the king is accidentally burning the door but Bablu accidentally flipped the pitchers,راجا توں بوہا سڑ رہا اے پر ببلو توں صراحیاں الٹ گئیاں,ਰਾਜਾ ਤੋਂ ਬੂਹਾ ਸੜ ਰਿਹਾ ਏ ਪਰ ਬਬਲੂ ਤੋਂ ਸੁਰਾਹੀਆਂ ਉਲਟ ਗਈਆਂ
Coordinated,ثنا سے کھلونے ٹوٹ گئے اور ثنا سے قلم کھسک جائے گا,Sana accidentally broke the toys and Sana will accidentally move the pen,ثنا توں کھڈونے ٹُٹ گئے تے ثنا توں قلم کھسک جاوے گا,ਸਨਾ ਤੋਂ ਖਿਡੌਣੇ ਟੁੱਟ ਗਏ ਤੇ ਸਨਾ ਤੋਂ ਕਲਮ ਖਸਕ ਜਾਵੇਗਾ
Coordinated,احمد سے پنسلیں ٹوٹ گئیں لیکن لڑکی سے کھلونے الٹ گئے,Ahmed accidentally broke the pencils but the girl accidentally flipped the toys,احمد توں پنسلاں ٹُٹ گئیاں پر کُڑی توں کھڈونے الٹ گئے,ਅਹਮਦ ਤੋਂ ਪੈਨਸਿਲਾਂ ਟੁੱਟ ਗਈਆਂ ਪਰ ਕੁੜੀ ਤੋਂ ਖਿਡੌਣੇ ਉਲਟ ਗਏ
Coordinated,طالبہ سے دروازے الٹ گئے اور ببلو سے کھلونے الٹ گئے,the student accidentally flipped the doors and Bablu accidentally flipped the toys,شاگرد توں بوہے الٹ گئے تے ببلو توں کھڈونے الٹ گئے,ਸ਼ਾਗਿਰਦ ਤੋਂ ਬੂਹੇ ਉਲਟ ਗਏ ਤੇ ਬਬਲੂ ਤੋਂ ਖਿਡੌਣੇ ਉਲਟ ਗਏ
Coordinated,لڑکی سے پنسلیں گر گئیں اور لڑکی سے کھلونا جل گیا,the girl accidentally dropped the pencils and the girl accidentally burned the toy,کُڑی توں پنسلاں ڈِگ گئیاں تے کُڑی توں کھڈونا سڑ گیا,ਕੁੜੀ ਤੋਂ ਪੈਨਸਿਲਾਂ ਡਿੱਗ ਗਈਆਂ ਤੇ ਕੁੜੀ ਤੋਂ ਖਿਡੌਣਾ ਸੜ ਗਿਆ
Coordinated,استاد سے قلم جل گیا تھا لیکن موٹو سے گڑیا کھسک رہی ہے,the teacher had accidentally burned the pen but Motu is accidentally moving the doll,استاد توں قلم سڑ گیا سی پر موٹو توں گڈی کھسک رہی اے,ਉਸਤਾਦ ਤੋਂ ਕਲਮ ਸੜ ਗਿਆ ਸੀ ਪਰ ਮੋਟੂ ਤੋਂ ਗੱਡੀ ਖਸਕ ਰਹੀ ਏ
Coordinated,استاد سے دروازہ گر گیا اور لڑکے سے قلم جل گیا ہے,the teacher accidentally dropped the door and the boy has accidentally burned the pen,استاد توں بوہا ڈِگ گیا تے منڈے توں قلم سڑ گیا اے,ਉਸਤਾਦ ਤੋਂ ਬੂਹਾ ਡਿੱਗ ਗਿਆ ਤੇ ਮੁੰਡੇ ਤੋਂ ਕਲਮ ਸੜ ਗਿਆ ਏ
Coordinated,راجہ سے دروازہ کھسک گیا لیکن علی سے قلم ٹوٹ گئے,the king accidentally moved the door but Ali accidentally broke the pen,راجا توں بوہا کھسک گیا پر علی توں قلم ٹُٹ گئے,ਰਾਜਾ ਤੋਂ ਬੂਹਾ ਖਸਕ ਗਿਆ ਪਰ ਅਲੀ ਤੋਂ ਕਲਮ ਟੁੱਟ ਗਏ
Coordinated,راجہ سے چابی گر گئی لیکن فاطمہ سے قلم الٹ گئے,the king accidentally dropped the key but Fatima accidentally flipped the pen,راجا توں کنجی ڈِگ گئی پر فاطمہ توں قلم الٹ گئے,ਰਾਜਾ ਤੋਂ ਕੁੰਜੀ ਡਿੱਗ ਗਈ ਪਰ ਫਾਤਿਮਾ ਤੋਂ ਕਲਮ ਉਲਟ ਗਏ
Coordinated,موٹو سے پنسل الٹ گئی تھی اور موٹو سے موبائل کھسک گیا ہے,Motu had accidentally flipped the pencil and Motu has accidentally moved the phone,موٹو توں پنسل الٹ گئی سی تے موٹو توں موبائل کھسک گیا اے,ਮੋਟੂ ਤੋਂ ਪੈਨਸਿਲ ਉਲਟ ਗਈ ਸੀ ਤੇ ਮੋਟੂ ਤੋਂ ਮੋਬਾਈਲ ਖਸਕ ਗਿਆ ਏ
Coordinated,فاطمہ سے قلم جل گئے لیکن استاد سے قلم ٹوٹ گئے,Fatima accidentally burned the pen but the teacher accidentally broke the pen,فاطمہ توں قلم سڑ گئے پر استاد توں قلم ٹُٹ گئے,ਫਾਤਿਮਾ ਤੋਂ ਕਲਮ ਸੜ ਗਏ ਪਰ ਉਸਤਾਦ ਤੋਂ ਕਲਮ ਟੁੱਟ ਗਏ
Coordinated,استاد سے کھلونے کھسک گئے لیکن فاطمہ سے کتابیں ٹوٹ گئیں,the teacher accidentally moved the toys but Fatima accidentally broke the books,استاد توں کھڈونے کھسک گئے پر فاطمہ توں کتاباں ٹُٹ گئیاں,ਉਸਤਾਦ ਤੋਂ ਖਿਡੌਣੇ ਖਸਕ ਗਏ ਪਰ ਫਾਤਿਮਾ ਤੋਂ ਕਿਤਾਬਾਂ ਟੁੱਟ ਗਈਆਂ
Coordinated,موٹو سے پنسلیں ٹوٹ گئیں لیکن رانی سے کھلونا کھسک رہا ہے,Motu accidentally broke the pencils but the queen is accidentally moving the toy,موٹو توں پنسلاں ٹُٹ گئیاں پر رانی توں کھڈونا کھسک رہا اے,ਮੋਟੂ ਤੋਂ ਪੈਨਸਿਲਾਂ ਟੁੱਟ ਗਈਆਂ ਪਰ ਰਾਨੀ ਤੋਂ ਖਿਡੌਣਾ ਖਸਕ ਰਿਹਾ ਏ
Coordinated,ببلو سے گلدان جل گیا تھا لیکن استاد سے قلم گر جائے گا,Bablu had accidentally burned the vase but the teacher will accidentally drop the pen,ببلو توں گلدان سڑ گیا سی پر استاد توں قلم ڈِگ جاوے گا,ਬਬਲੂ ਤੋਂ ਗੁਲਦਾਨ ਸੜ ਗਿਆ ਸੀ ਪਰ ਉਸਤਾਦ ਤੋਂ ਕਲਮ ਡਿੱਗ ਜਾਵੇਗਾ
Coordinated,ببلو سے کھلونا گر جائے گا اور فاطمہ سے چابی الٹ جائے گی,Bablu will accidentally drop the toy and Fatima will accidentally flip the key,ببلو توں کھڈونا ڈِگ جاوے گا تے فاطمہ توں کنجی الٹ جاوے گی,ਬਬਲੂ ਤੋਂ ਖਿਡੌਣਾ ਡਿੱਗ ਜਾਵੇਗਾ ਤੇ ਫਾਤਿਮਾ ਤੋਂ ਕੁੰਜੀ ਉਲਟ ਜਾਵੇਗੀ
Coordinated,لڑکی سے صراحیاں کھسک گئیں اور احمد سے صراحیاں الٹ گئیں,the girl accidentally moved the pitchers and Ahmed accidentally flipped the pitchers,کُڑی توں صراحیاں کھسک گئیاں تے احمد توں صراحیاں الٹ گئیاں,ਕੁੜੀ ਤੋਂ ਸੁਰਾਹੀਆਂ ਖਸਕ ਗਈਆਂ ਤੇ ਅਹਮਦ ਤੋਂ ਸੁਰਾਹੀਆਂ ਉਲਟ ਗਈਆਂ
Coordinated,راجہ سے کپ کھسک جائے گا لیکن رانی سے قلم جل گئے,the king will accidentally move the cup but the queen accidentally burned the pen,راجا توں کپ کھسک جاوے گا پر رانی توں قلم سڑ گئے,ਰਾਜਾ ਤੋਂ ਕਪ ਖਸਕ ਜਾਵੇਗਾ ਪਰ ਰਾਨੀ ਤੋਂ ਕਲਮ ਸੜ ਗਏ
Coordinated,رانی سے گڑیاں ٹوٹ گئیں لیکن راجہ سے صراحی ٹوٹ جائے گی,the queen accidentally broke the dolls but the king will accidentally break the pitcher,رانی توں گڈیاں ٹُٹ گئیاں پر راجا توں صراحی ٹُٹ جاوے گی,ਰਾਨੀ ਤੋਂ ਗੱਡੀਆਂ ਟੁੱਟ ਗਈਆਂ ਪਰ ਰਾਜਾ ਤੋਂ ਸੁਰਾਹੀ ਟੁੱਟ ਜਾਵੇਗੀ
Coordinated,لڑکی سے گاڑی گر جائے گی اور علی سے صراحیاں جل گئیں,the girl will accidentally drop the car and Ali accidentally burned the pitchers,کُڑی توں گڈّی ڈِگ جاوے گی تے علی توں صراحیاں سڑ گئیاں,ਕੁੜੀ ਤੋਂ ਗੱਡੀ ਡਿੱਗ ਜਾਵੇਗੀ ਤੇ ਅਲੀ ਤੋਂ ਸੁਰਾਹੀਆਂ ਸੜ ਗਈਆਂ
Coordinated,ببلو سے گاڑیاں ٹوٹ گئیں اور لڑکے سے دروازے جل گئے,Bablu accidentally broke the cars and the boy accidentally burned the doors,ببلو توں گڈیاں ٹُٹ گئیاں تے منڈے توں بوہے سڑ گئے,ਬਬਲੂ ਤੋਂ ਗੱਡੀਆਂ ਟੁੱਟ ਗਈਆਂ ਤੇ ਮੁੰਡੇ ਤੋਂ ਬੂਹੇ ਸੜ ਗਏ
Coordinated,موٹو سے قلم جل گیا تھا لیکن احمد سے صراحیاں الٹ گئیں,Motu had accidentally burned the pen but Ahmed accidentally flipped the pitchers,موٹو توں قلم سڑ گیا سی پر احمد توں صراحیاں الٹ گئیاں,ਮੋਟੂ ਤੋਂ ਕਲਮ ਸੜ ਗਿਆ ਸੀ ਪਰ ਅਹਮਦ ਤੋਂ ਸੁਰਾਹੀਆਂ ਉਲਟ ਗਈਆਂ
Coordinated,موٹو سے گاڑیاں ٹوٹ گئیں لیکن لڑکے سے کھلونے الٹ گئے,Motu accidentally broke the cars but the boy accidentally flipped the toys,موٹو توں گڈیاں ٹُٹ گئیاں پر منڈے توں کھڈونے الٹ گئے,ਮੋਟੂ ਤੋਂ ਗੱਡੀਆਂ ਟੁੱਟ ਗਈਆਂ ਪਰ ਮੁੰਡੇ ਤੋਂ ਖਿਡੌਣੇ ਉਲਟ ਗਏ
Coordinated,راجہ سے کپ جل رہا ہے لیکن ثنا سے گاڑی جل جائے گی,the king is accidentally burning the cup but Sana will accidentally burn the car,راجا توں کپ سڑ رہا اے پر ثنا توں گڈّی سڑ جاوے گی,ਰਾਜਾ ਤੋਂ ਕਪ ਸੜ ਰਿਹਾ ਏ ਪਰ ਸਨਾ ਤੋਂ ਗੱਡੀ ਸੜ ਜਾਵੇਗੀ
Coordinated,احمد سے قلم الٹ گئے اور موٹو سے پنسل کھسک گئی ہے,Ahmed accidentally flipped the pen and Motu has accidentally moved the pencil,احمد توں قلم الٹ گئے تے موٹو توں پنسل کھسک گئی اے,ਅਹਮਦ ਤੋਂ ਕਲਮ ਉਲਟ ਗਏ ਤੇ ਮੋਟੂ ਤੋਂ ਪੈਨਸਿਲ ਖਸਕ ਗਈ ਏ
Coordinated,استاد سے چابی الٹ گئی ہے اور استاد سے کھلونا ٹوٹ گیا,the teacher has accidentally flipped the key and the teacher accidentally broke the toy,استاد توں کنجی الٹ گئی اے تے استاد توں کھڈونا ٹُٹ گیا,ਉਸਤਾਦ ਤੋਂ ਕੁੰਜੀ ਉਲਟ ਗਈ ਏ ਤੇ ਉਸਤਾਦ ਤੋਂ ਖਿਡੌਣਾ ਟੁੱਟ ਗਿਆ
Coordinated,لڑکے سے صراحی ٹوٹ جائے گی لیکن ببلو سے کپ الٹ جائے گا,the boy will accidentally break the pitcher but Bablu will accidentally flip the cup,منڈے توں صراحی ٹُٹ جاوے گی پر ببلو توں کپ الٹ جاوے گا,ਮੁੰਡੇ ਤੋਂ ਸੁਰਾਹੀ ਟੁੱਟ ਜਾਵੇਗੀ ਪਰ ਬਬਲੂ ਤੋਂ ਕਪ ਉਲਟ ਜਾਵੇਗਾ
Coordinated,راجہ سے کپ جل جائے گا لیکن لڑکے سے چابیاں کھسک گئیں,the king will accidentally burn the cup but the boy accidentally moved the keys,راجا توں کپ سڑ جاوے گا پر منڈے توں چابیاں کھسک گئیاں,ਰਾਜਾ ਤੋਂ ਕਪ ਸੜ ਜਾਵੇਗਾ ਪਰ ਮੁੰਡੇ ਤੋਂ ਚਾਬੀਆਂ ਖਸਕ ਗਈਆਂ
Coordinated,استاد سے قلم جل گئے لیکن ثنا سے گڑیاں گر گئیں,the teacher accidentally burned the pen but Sana accidentally dropped the dolls,استاد توں قلم سڑ گئے پر ثنا توں گڈیاں ڈِگ گئیاں,ਉਸਤਾਦ ਤੋਂ ਕਲਮ ਸੜ ਗਏ ਪਰ ਸਨਾ ਤੋਂ ਗੱਡੀਆਂ ਡਿੱਗ ਗਈਆਂ
Coordinated,استاد سے صراحیاں ٹوٹ گئیں اور رانی سے پنسلیں جل گئیں,the teacher accidentally broke the pitchers and the queen accidentally burned the pencils,استاد توں صراحیاں ٹُٹ گئیاں تے رانی توں پنسلاں سڑ گئیاں,ਉਸਤਾਦ ਤੋਂ ਸੁਰਾਹੀਆਂ ਟੁੱਟ ਗਈਆਂ ਤੇ ਰਾਨੀ ਤੋਂ ਪੈਨਸਿਲਾਂ ਸੜ ਗਈਆਂ
Coordinated,احمد سے کھلونے جل گئے لیکن ثنا سے پنسلیں گر گئیں,Ahmed accidentally burned the toys but Sana accidentally dropped the pencils,احمد توں کھڈونے سڑ گئے پر ثنا توں پنسلاں ڈِگ گئیاں,ਅਹਮਦ ਤੋਂ ਖਿਡੌਣੇ ਸੜ ਗਏ ਪਰ ਸਨਾ ਤੋਂ ਪੈਨਸਿਲਾਂ ਡਿੱਗ ਗਈਆਂ
Coordinated,احمد سے چابی گر رہی ہے اور فاطمہ سے کتابیں کھسک گئیں,Ahmed is accidentally dropping the key and Fatima accidentally moved the books,احمد توں کنجی ڈِگ رہی اے تے فاطمہ توں کتاباں کھسک گئیاں,ਅਹਮਦ ਤੋਂ ਕੁੰਜੀ ਡਿੱਗ ਰਹੀ ਏ ਤੇ ਫਾਤਿਮਾ ਤੋਂ ਕਿਤਾਬਾਂ ਖਸਕ ਗਈਆਂ
Coordinated,رانی سے کھلونا جل رہا ہے لیکن ببلو سے قلم گر گئے,the queen is accidentally burning the toy but Bablu accidentally dropped the pen,رانی توں کھڈونا سڑ رہا اے پر ببلو توں قلم ڈِگ گئے,ਰਾਨੀ ਤੋਂ ਖਿਡੌਣਾ ਸੜ ਰਿਹਾ ਏ ਪਰ ਬਬਲੂ ਤੋਂ ਕਲਮ ਡਿੱਗ ਗਏ
Coordinated,علی سے کپ جل گیا تھا اور استاد سے گڑیاں الٹ گئیں,Ali had accidentally burned the cup and the teacher accidentally flipped the dolls,علی توں کپ سڑ گیا سی تے استاد توں گڈیاں الٹ گئیاں,ਅਲੀ ਤੋਂ ਕਪ ਸੜ ਗਿਆ ਸੀ ਤੇ ਉਸਤਾਦ ਤੋਂ ਗੱਡੀਆਂ ਉਲਟ ਗਈਆਂ
Coordinated,علی سے کپ الٹ گیا تھا اور لڑکے سے کھلونے گر گئے,Ali had accidentally flipped the cup and the boy accidentally dropped the toys,علی توں کپ الٹ گیا سی تے منڈے توں کھڈونے ڈِگ گئے,ਅਲੀ ਤੋਂ ਕਪ ਉਲਟ ਗਿਆ ਸੀ ਤੇ ਮੁੰਡੇ ਤੋਂ ਖਿਡੌਣੇ ਡਿੱਗ ਗਏ
Coordinated,ثنا سے پنسل الٹ رہی ہے اور لڑکے سے پنسل گر رہی ہے,Sana is accidentally flipping the pencil and the boy is accidentally dropping the pencil,ثنا توں پنسل الٹ رہی اے تے منڈے توں پنسل ڈِگ رہی اے,ਸਨਾ ਤੋਂ ਪੈਨਸਿਲ ਉਲਟ ਰਹੀ ਏ ਤੇ ਮੁੰਡੇ ਤੋਂ ਪੈਨਸਿਲ ਡਿੱਗ ਰਹੀ ਏ
Coordinated,ببلو سے دروازے گر گئے لیکن فاطمہ سے گاڑی الٹ گئی ہے,Bablu accidentally dropped the doors but Fatima has accidentally flipped the car,ببلو توں بوہے ڈِگ گئے پر فاطمہ توں گڈّی الٹ گئی اے,ਬਬਲੂ ਤੋਂ ਬੂਹੇ ਡਿੱਗ ਗਏ ਪਰ ਫਾਤਿਮਾ ਤੋਂ ਗੱਡੀ ਉਲਟ ਗਈ ਏ
Coordinated,فاطمہ سے کپ گر گیا ہے اور موٹو سے گاڑی گر گئی ہے,Fatima has accidentally dropped the cup and Motu has accidentally dropped the car,فاطمہ توں کپ ڈِگ گیا اے تے موٹو توں گڈّی ڈِگ گئی اے,ਫਾਤਿਮਾ ਤੋਂ ਕਪ ਡਿੱਗ ਗਿਆ ਏ ਤੇ ਮੋਟੂ ਤੋਂ ਗੱਡੀ ਡਿੱਗ ਗਈ ਏ
Coordinated,راجہ سے صراحیاں الٹ گئیں اور طالبہ سے قلم گر گیا تھا,the king accidentally flipped the pitchers and the student had accidentally dropped the pen,راجا توں صراحیاں الٹ گئیاں تے شاگرد توں قلم ڈِگ گیا سی,ਰਾਜਾ ਤੋਂ ਸੁਰਾਹੀਆਂ ਉਲਟ ਗਈਆਂ ਤੇ ਸ਼ਾਗਿਰਦ ਤੋਂ ਕਲਮ ਡਿੱਗ ਗਿਆ ਸੀ
Coordinated,احمد سے قلم گر گیا لیکن ببلو سے کتاب الٹ گئی ہے,Ahmed accidentally dropped the pen but Bablu has accidentally flipped the book,احمد توں قلم ڈِگ گیا پر ببلو توں کتاب الٹ گئی اے,ਅਹਮਦ ਤੋਂ ਕਲਮ ਡਿੱਗ ਗਿਆ ਪਰ ਬਬਲੂ ਤੋਂ ਕਿਤਾਬ ਉਲਟ ਗਈ ਏ
Coordinated,راجہ سے صراحیاں کھسک گئیں لیکن علی سے گڑیا ٹوٹ گئی تھی,the king accidentally moved the pitchers but Ali had accidentally broke the doll,راجا توں صراحیاں کھسک گئیاں پر علی توں گڈی ٹُٹ گئی سی,ਰਾਜਾ ਤੋਂ ਸੁਰਾਹੀਆਂ ਖਸਕ ਗਈਆਂ ਪਰ ਅਲੀ ਤੋਂ ਗੱਡੀ ਟੁੱਟ ਗਈ ਸੀ
