frame,urdu,english,punjabi,punjabi_gur
Coordinated,لڑکی نے گلدان جلا دیا اور فاطمہ نے پنسل کھسکا دی,the girl burned the vase and Fatima moved the pencil,کُڑی نے گلدان ساڑ دِتا تے فاطمہ نے پنسل کھسکا دتی,ਕੁੜੀ ਨੇ ਗੁਲਦਾਨ ਸਾੜ ਦਿੱਤਾ ਤੇ ਫਾਤਿਮa ਨੇ ਪੈਨਸਿਲ ਖਸਕਾ ਦਿੱਤੀ
Coordinated,احمد نے صراحی جلا دی اور طالبہ نے گڑیا کھسکا دی,Ahmed burned the pitcher and the student moved the doll,احمد نے صراحی ساڑ دِتی تے شاگرد نے گڈی کھسکا دتی,ਅਹਮਦ ਨੇ ਸੁਰਾਹੀ ਸਾੜ ਦਿੱਤੀ ਤੇ ਸ਼ਾਗਿਰਦ ਨੇ ਗੱਡੀ ਖਸਕਾ ਦਿੱਤੀ
Coordinated,ثنا نے گلدان گما دیا لیکن طالبہ نے گلدان توڑ دیا,Sana lost the vase but the student broke the vase,ثنا نے گلدان گما دتا پر شاگرد نے گلدان توڑ دِتا,ਸਨਾ ਨੇ ਗੁਲਦਾਨ ਗੁਆ ਦਿੱਤਾ ਪਰ ਸ਼ਾਗਿਰਦ ਨੇ ਗੁਲਦਾਨ ਤੋੜ ਦਿੱਤਾ
Coordinated,احمد نے صراحی کھسکا دی اور راجہ نے قلم توڑ دیا,Ahmed moved the pitcher and the king broke the pen,احمد نے صراحی کھسکا دتی تے راجا نے قلم توڑ دِتا,ਅਹਮਦ ਨੇ ਸੁਰਾਹੀ ਖਸਕਾ ਦਿੱਤੀ ਤੇ ਰਾਜਾ ਨੇ ਕਲਮ ਤੋੜ ਦਿੱਤਾ
Coordinated,طالبہ نے چابی جلا دی اور ببلو نے صراحی پکڑ لی,the student burned the key and Bablu caught the pitcher,شاگرد نے کنجی ساڑ دِتی تے ببلو نے صراحی پھڑ لئی,ਸ਼ਾਗਿਰਦ ਨੇ ਕੁੰਜੀ ਸਾੜ ਦਿੱਤੀ ਤੇ ਬਬਲੂ ਨੇ ਸੁਰਾਹੀ ਫੜ ਲਈ
Coordinated,رانی نے موبائل گرا دیا اور رانی نے قلم الٹا دیا,the queen dropped the phone and the queen flipped the pen,رانی نے موبائل ڈھا دِتا تے رانی نے قلم الٹا دتا,ਰਾਨੀ ਨੇ ਮੋਬਾਈਲ ਢਾਹ ਦਿੱਤਾ ਤੇ ਰਾਨੀ ਨੇ ਕਲਮ ਉਲਟਾ ਦਿੱਤਾ
Coordinated,لڑکی نے صراحی الٹا دی اور راجہ نے دروازہ گما دیا,the girl flipped the pitcher and the king lost the door,کُڑی نے صراحی الٹا دتی تے راجا نے بوہا گما دتا,ਕੁੜੀ ਨੇ ਸੁਰਾਹੀ ਉਲਟਾ ਦਿੱਤੀ ਤੇ ਰਾਜਾ ਨੇ ਬੂਹਾ ਗੁਆ ਦਿੱਤਾ
Coordinated,علی نے چابی گما دی اور لڑکی نے پنسل گندی کر دی,Ali lost the key and the girl dirtied the pencil,علی نے کنجی گما دتی تے کُڑی نے پنسل گندی کر دتی,ਅਲੀ ਨੇ ਕੁੰਜੀ ਗੁਆ ਦਿੱਤੀ ਤੇ ਕੁੜੀ ਨੇ ਪੈਨਸਿਲ ਗੰਦੀ ਕਰ ਦਿੱਤੀ
Coordinated,رانی نے کھلونا چھوڑ دیا لیکن علی نے کتاب چھوڑ دی,the queen released the toy but Ali let go of the book,رانی نے کھڈونا چھڈ دِتا پر علی نے کتاب چھڈ دِتی,ਰਾਨੀ ਨੇ ਖਿਡੌਣਾ ਛੱਡ ਦਿੱਤਾ ਪਰ ਅਲੀ ਨੇ ਕਿਤਾਬ ਛੱਡ ਦਿੱਤੀ
Coordinated,لڑکے نے کپ پکڑ لیا اور طالبہ نے کپ کھسکا دیا,the boy caught the cup and the student moved the cup,منڈے نے کپ پھڑ لیا تے شاگرد نے کپ کھسکا دتا,ਮੁੰਡੇ ਨੇ ਕਪ ਫੜ ਲਿਆ ਤੇ ਸ਼ਾਗਿਰਦ ਨੇ ਕਪ ਖਸਕਾ ਦਿੱਤਾ
Coordinated,علی نے کپ گما دیا لیکن فاطمہ نے پنسل توڑ دی تھی,Ali lost the cup but Fatima broke the pencil,علی نے کپ گما دتا پر فاطمہ نے پنسل توڑ دِتی سی,ਅਲੀ ਨੇ ਕਪ ਗੁਆ ਦਿੱਤਾ ਪਰ ਫਾਤਿਮa ਨੇ ਪੈਨਸਿਲ ਤੋੜ ਦਿੱਤੀ ਸੀ
Coordinated,رانی نے گڑیا پکڑ لی لیکن طالبہ نے کپ گرا دیا,the queen caught the doll but the student dropped the cup,رانی نے گڈی پھڑ لئی پر شاگرد نے کپ ڈھا دِتا,ਰਾਨੀ ਨੇ ਗੱਡੀ ਫੜ ਲਈ ਪਰ ਸ਼ਾਗਿਰਦ ਨੇ ਕਪ ਢਾਹ ਦਿੱਤਾ
Coordinated,ببلو نے کپ گما دیا لیکن فاطمہ نے پنسل الٹا دی,Bablu lost the cup but Fatima flipped the pencil,ببلو نے کپ گما دتا پر فاطمہ نے پنسل الٹا دتی,ਬਬਲੂ ਨੇ ਕਪ ਗੁਆ ਦਿੱਤਾ ਪਰ ਫਾਤਿਮa ਨੇ ਪੈਨਸਿਲ ਉਲਟਾ ਦਿੱਤੀ
Coordinated,علی نے گاڑی کھسکا دی اور استاد نے دروازہ توڑ دیا,Ali moved the car and the teacher broke the door,علی نے گڈّی کھسکا دتی تے استاد نے بوہا توڑ دِتا,ਅਲੀ ਨੇ ਗੱਡੀ ਖਸਕਾ ਦਿੱਤੀ ਤੇ ਉਸਤਾਦ ਨੇ ਬੂਹਾ ਤੋੜ ਦਿੱਤਾ
Coordinated,فاطمہ نے کتاب گرا دی اور ببلو نے گاڑی گما دی,Fatima dropped the book and Bablu lost the car,فاطمہ نے کتاب ڈھا دِتی تے ببلو نے گڈّی گما دتی,ਫਾਤਿਮa ਨੇ ਕਿਤਾਬ ਢਾਹ ਦਿੱਤੀ ਤੇ ਬਬਲੂ ਨੇ ਗੱਡੀ ਗੁਆ ਦਿੱਤੀ
Coordinated,لڑکے نے کپ چھوڑ دیا اور لڑکے نے صراحی گما دی,the boy released the cup and the boy lost the pitcher,منڈے نے کپ چھڈ دِتا تے منڈے نے صراحی گما دتی,ਮੁੰਡੇ ਨੇ ਕਪ ਛੱਡ ਦਿੱਤਾ ਤੇ ਮੁੰਡੇ ਨੇ ਸੁਰਾਹੀ ਗੁਆ ਦਿੱਤੀ
Coordinated,احمد نے پنسل چھوڑ دی لیکن رانی نے گڑیا گندی کر دی,Ahmed let go of the pencil but the queen dirtied the doll,احمد نے پنسل چھڈ دِتی پر رانی نے گڈی گندی کر دتی,ਅਹਮਦ ਨੇ ਪੈਨਸਿਲ ਛੱਡ ਦਿੱਤੀ ਪਰ ਰਾਨੀ ਨੇ ਗੱਡੀ ਗੰਦੀ ਕਰ ਦਿੱਤੀ
Coordinated,طالبہ نے گڑیا گندی کر دی اور ببلو نے چابی جلا دی,the student dirtied the doll and Bablu burned the key,شاگرد نے گڈی گندی کر دتی تے ببلو نے کنجی ساڑ دِتی,ਸ਼ਾਗਿਰਦ ਨੇ ਗੱਡੀ ਗੰਦੀ ਕਰ ਦਿੱਤੀ ਤੇ ਬਬਲੂ ਨੇ ਕੁੰਜੀ ਸਾੜ ਦਿੱਤੀ
Coordinated,طالبہ نے دروازہ الٹا دیا لیکن استاد نے کھلونا چھوڑ دیا,the student flipped the door but the teacher released the toy,شاگرد نے بوہا الٹا دتا پر استاد نے کھڈونا چھڈ دِتا,ਸ਼ਾਗਿਰਦ ਨੇ ਬੂਹਾ ਉਲਟਾ ਦਿੱਤਾ ਪਰ ਉਸਤਾਦ ਨੇ ਖਿਡੌਣਾ ਛੱਡ ਦਿੱਤਾ
Coordinated,موٹو نے دروازہ گرا دیا لیکن ثنا نے کھلونا توڑ دیا,Motu dropped the door but Sana broke the toy,موٹو نے بوہا ڈھا دِتا پر ثنا نے کھڈونا توڑ دِتا,ਮੋਟੂ ਨੇ ਬੂਹਾ ਢਾਹ ਦਿੱਤਾ ਪਰ ਸਨਾ ਨੇ ਖਿਡੌਣਾ ਤੋੜ ਦਿੱਤਾ
Coordinated,احمد نے دروازہ توڑ دیا اور طالبہ نے دروازہ الٹا دیا,Ahmed broke the door and the student flipped the door,احمد نے بوہا توڑ دِتا تے شاگرد نے بوہا الٹا دتا,ਅਹਮਦ ਨੇ ਬੂਹਾ ਤੋੜ ਦਿੱਤਾ ਤੇ ਸ਼ਾਗਿਰਦ ਨੇ ਬੂਹਾ ਉਲਟਾ ਦਿੱਤਾ
Coordinated,لڑکے نے کتاب گرا دی اور لڑکی نے صراحی چھوڑ دی,the boy dropped the book and the girl let go of the pitcher,منڈے نے کتاب ڈھا دِتی تے کُڑی نے صراحی چھڈ دِتی,ਮੁੰਡੇ ਨੇ ਕਿਤਾਬ ਢਾਹ ਦਿੱਤੀ ਤੇ ਕੁੜੀ ਨੇ ਸੁਰਾਹੀ ਛੱਡ ਦਿੱਤੀ
Coordinated,ثنا نے قلم جلا دیا لیکن رانی نے موبائل جلا دیا,Sana burned the pen but the queen burned the phone,ثنا نے قلم ساڑ دِتا پر رانی نے موبائل ساڑ دِتا,ਸਨਾ ਨੇ ਕਲਮ ਸਾੜ ਦਿੱਤਾ ਪਰ ਰਾਨੀ ਨੇ ਮੋਬਾਈਲ ਸਾੜ ਦਿੱਤਾ
Coordinated,لڑکے نے کتاب پکڑ لی اور رانی نے صراحی گرا دی,the boy caught the book and the queen dropped the pitcher,منڈے نے کتاب پھڑ لئی تے رانی نے صراحی ڈھا دِتی,ਮੁੰਡੇ ਨੇ ਕਿਤਾਬ ਫੜ ਲਈ ਤੇ ਰਾਨੀ ਨੇ ਸੁਰਾਹੀ ਢਾਹ ਦਿੱਤੀ
Coordinated,رانی نے گاڑی چھوڑ دی اور استاد نے دروازہ گندا کر دیا,the queen let go of the car and the teacher dirtied the door,رانی نے گڈّی چھڈ دِتی تے استاد نے بوہا گندا کر دتا,ਰਾਨੀ ਨੇ ਗੱਡੀ ਛੱਡ ਦਿੱਤੀ ਤੇ ਉਸਤਾਦ ਨੇ ਬੂਹਾ ਗੰਦਾ ਕਰ ਦਿੱਤਾ
Coordinated,رانی نے چابی گما دی اور ثنا نے پنسل پکڑ لی,the queen lost the key and Sana caught the pencil,رانی نے کنجی گما دتی تے ثنا نے پنسل پھڑ لئی,ਰਾਨੀ ਨੇ ਕੁੰਜੀ ਗੁਆ ਦਿੱਤੀ ਤੇ ਸਨਾ ਨੇ ਪੈਨਸਿਲ ਫੜ ਲਈ
Coordinated,ببلو نے کپ گما دیا اور راجہ نے گاڑی چھوڑ دی,Bablu lost the cup and the king let go of the car,ببلو نے کپ گما دتا تے راجا نے گڈّی چھڈ دِتی,ਬਬਲੂ ਨੇ ਕਪ ਗੁਆ ਦਿੱਤਾ ਤੇ ਰਾਜਾ ਨੇ ਗੱਡੀ ਛੱਡ ਦਿੱਤੀ
Coordinated,علی نے کھلونا چھوڑ دیا لیکن لڑکی نے موبائل چھوڑ دیا,Ali released the toy but the girl released the phone,علی نے کھڈونا چھڈ دِتا پر کُڑی نے موبائل چھڈ دِتا,ਅਲੀ ਨੇ ਖਿਡੌਣਾ ਛੱਡ ਦਿੱਤਾ ਪਰ ਕੁੜੀ ਨੇ ਮੋਬਾਈਲ ਛੱਡ ਦਿੱਤਾ
Coordinated,لڑکی نے پنسل پکڑ لی لیکن ثنا نے چابی الٹا دی,the girl caught the pencil but Sana flipped the key,کُڑی نے پنسل پھڑ لئی پر ثنا نے کنجی الٹا دتی,ਕੁੜੀ ਨੇ ਪੈਨਸਿਲ ਫੜ ਲਈ ਪਰ ਸਨਾ ਨੇ ਕੁੰਜੀ ਉਲਟਾ ਦਿੱਤੀ
Bodily,ببلو نے کھانس دیا,Bablu intentionally coughed,ببلو نے کھنگھ دتا,ਬਬਲੂ ਨੇ ਖੰਘ ਦਿੱਤਾ
Bodily,ببلو نے چھینک دیا,Bablu intentionally sneezed,ببلو نے چھینک دتا,ਬਬਲੂ ਨੇ ਛੀਂਕ ਦਿੱਤਾ
Bodily,راجہ نے ہنس دیا,the king intentionally laughed,راجا نے ہس دتا,ਰਾਜਾ ਨੇ ਹੱਸ ਦਿੱਤਾ
Bodily,ببلو نے رو دیا,Bablu intentionally cried,ببلو نے رو دتا,ਬਬਲੂ ਨੇ ਰੋ ਦਿੱਤਾ
Bodily,علی نے ہنس دیا,Ali intentionally laughed,علی نے ہس دتا,ਅਲੀ ਨੇ ਹੱਸ ਦਿੱਤਾ
Bodily,فاطمہ نے رو دیا,Fatima intentionally cried,فاطمہ نے رو دتا,ਫਾਤਿਮa ਨੇ ਰੋ ਦਿੱਤਾ
Bodily,رانی نے کھانس دیا,the queen intentionally coughed,رانی نے کھنگھ دتا,ਰਾਨੀ ਨੇ ਖੰਘ ਦਿੱਤਾ
Bodily,فاطمہ نے چھینک دیا,Fatima intentionally sneezed,فاطمہ نے چھینک دتا,ਫਾਤਿਮa ਨੇ ਛੀਂਕ ਦਿੱਤਾ
Bodily,احمد نے رو دیا,Ahmed intentionally cried,احمد نے رو دتا,ਅਹਮਦ ਨੇ ਰੋ ਦਿੱਤਾ
Bodily,رانی نے ہنس دیا,the queen intentionally laughed,رانی نے ہس دتا,ਰਾਨੀ ਨੇ ਹੱਸ ਦਿੱਤਾ
Bodily,طالبہ نے چھینک دیا,the student intentionally sneezed,شاگرد نے چھینک دتا,ਸ਼ਾਗਿਰਦ ਨੇ ਛੀਂਕ ਦਿੱਤਾ
Bodily,لڑکے نے رو دیا,the boy intentionally cried,منڈے نے رو دتا,ਮੁੰਡੇ ਨੇ ਰੋ ਦਿੱਤਾ
Bodily,طالبہ نے رو دیا,the student intentionally cried,شاگرد نے رو دتا,ਸ਼ਾਗਿਰਦ ਨੇ ਰੋ ਦਿੱਤਾ
Bodily,استاد نے ہنس دیا,the teacher intentionally laughed,استاد نے ہس دتا,ਉਸਤਾਦ ਨੇ ਹੱਸ ਦਿੱਤਾ
Bodily,موٹو نے چھینک دیا,Motu intentionally sneezed,موٹو نے چھینک دتا,ਮੋਟੂ ਨੇ ਛੀਂਕ ਦਿੱਤਾ
Bodily,لڑکی نے کھانس دیا,the girl intentionally coughed,کُڑی نے کھنگھ دتا,ਕੁੜੀ ਨੇ ਖੰਘ ਦਿੱਤਾ
Bodily,فاطمہ نے ہنس دیا,Fatima intentionally laughed,فاطمہ نے ہس دتا,ਫਾਤਿਮa ਨੇ ਹੱਸ ਦਿੱਤਾ
Bodily,راجہ نے چھینک دیا,the king intentionally sneezed,راجا نے چھینک دتا,ਰਾਜਾ ਨੇ ਛੀਂਕ ਦਿੱਤਾ
Bodily,لڑکی نے ہنس دیا,the girl intentionally laughed,کُڑی نے ہس دتا,ਕੁੜੀ ਨੇ ਹੱਸ ਦਿੱਤਾ
Bodily,ببلو نے ہنس دیا,Bablu intentionally laughed,ببلو نے ہس دتا,ਬਬਲੂ ਨੇ ਹੱਸ ਦਿੱਤਾ
Bodily,لڑکے نے چھینک دیا,the boy intentionally sneezed,منڈے نے چھینک دتا,ਮੁੰਡੇ ਨੇ ਛੀਂਕ ਦਿੱਤਾ
Bodily,طالبہ نے کھانس دیا,the student intentionally coughed,شاگرد نے کھنگھ دتا,ਸ਼ਾਗਿਰਦ ਨੇ ਖੰਘ ਦਿੱਤਾ
Bodily,احمد نے ہنس دیا,Ahmed intentionally laughed,احمد نے ہس دتا,ਅਹਮਦ ਨੇ ਹੱਸ ਦਿੱਤਾ
Bodily,علی نے کھانس دیا,Ali intentionally coughed,علی نے کھنگھ دتا,ਅਲੀ ਨੇ ਖੰਘ ਦਿੱਤਾ
Bodily,استاد نے کھانس دیا,the teacher intentionally coughed,استاد نے کھنگھ دتا,ਉਸਤਾਦ ਨੇ ਖੰਘ ਦਿੱਤਾ
Bodily,علی نے رو دیا,Ali intentionally cried,علی نے رو دتا,ਅਲੀ ਨੇ ਰੋ ਦਿੱਤਾ
Bodily,احمد نے کھانس دیا,Ahmed intentionally coughed,احمد نے کھنگھ دتا,ਅਹਮਦ ਨੇ ਖੰਘ ਦਿੱਤਾ
Bodily,احمد نے چھینک دیا,Ahmed intentionally sneezed,احمد نے چھینک دتا,ਅਹਮਦ ਨੇ ਛੀਂਕ ਦਿੱਤਾ
Bodily,لڑکے نے ہنس دیا,the boy intentionally laughed,منڈے نے ہس دتا,ਮੁੰਡੇ ਨੇ ਹੱਸ ਦਿੱਤਾ
Bodily,لڑکی نے چھینک دیا,the girl intentionally sneezed,کُڑی نے چھینک دتا,ਕੁੜੀ ਨੇ ਛੀਂਕ ਦਿੱਤਾ
Bodily,موٹو نے رو دیا,Motu intentionally cried,موٹو نے رو دتا,ਮੋਟੂ ਨੇ ਰੋ ਦਿੱਤਾ
Bodily,ثنا نے چھینک دیا,Sana intentionally sneezed,ثنا نے چھینک دتا,ਸਨਾ ਨੇ ਛੀਂਕ ਦਿੱਤਾ
Bodily,استاد نے چھینک دیا,the teacher intentionally sneezed,استاد نے چھینک دتا,ਉਸਤਾਦ ਨੇ ਛੀਂਕ ਦਿੱਤਾ
Bodily,رانی نے رو دیا,the queen intentionally cried,رانی نے رو دتا,ਰਾਨੀ ਨੇ ਰੋ ਦਿੱਤਾ
Bodily,رانی نے چھینک دیا,the queen intentionally sneezed,رانی نے چھینک دتا,ਰਾਨੀ ਨੇ ਛੀਂਕ ਦਿੱਤਾ
Bodily,موٹو نے ہنس دیا,Motu intentionally laughed,موٹو نے ہس دتا,ਮੋਟੂ ਨੇ ਹੱਸ ਦਿੱਤਾ
Bodily,راجہ نے رو دیا,the king intentionally cried,راجا نے رو دتا,ਰਾਜਾ ਨੇ ਰੋ ਦਿੱਤਾ
Bodily,موٹو نے کھانس دیا,Motu intentionally coughed,موٹو نے کھنگھ دتا,ਮੋਟੂ ਨੇ ਖੰਘ ਦਿੱਤਾ
Bodily,فاطمہ نے کھانس دیا,Fatima intentionally coughed,فاطمہ نے کھنگھ دتا,ਫਾਤਿਮa ਨੇ ਖੰਘ ਦਿੱਤਾ
Bodily,ثنا نے رو دیا,Sana intentionally cried,ثنا نے رو دتا,ਸਨਾ ਨੇ ਰੋ ਦਿੱਤਾ
Bodily,لڑکے نے کھانس دیا,the boy intentionally coughed,منڈے نے کھنگھ دتا,ਮੁੰਡੇ ਨੇ ਖੰਘ ਦਿੱਤਾ
Bodily,لڑکی نے رو دیا,the girl intentionally cried,کُڑی نے رو دتا,ਕੁੜੀ ਨੇ ਰੋ ਦਿੱਤਾ
Bodily,ثنا نے کھانس دیا,Sana intentionally coughed,ثنا نے کھنگھ دتا,ਸਨਾ ਨੇ ਖੰਘ ਦਿੱਤਾ
Bodily,راجہ نے کھانس دیا,the king intentionally coughed,راجا نے کھنگھ دتا,ਰਾਜਾ ਨੇ ਖੰਘ ਦਿੱਤਾ
Bodily,طالبہ نے ہنس دیا,the student intentionally laughed,شاگرد نے ہس دتا,ਸ਼ਾਗਿਰਦ ਨੇ ਹੱਸ ਦਿੱਤਾ
Bodily,استاد نے رو دیا,the teacher intentionally cried,استاد نے رو دتا,ਉਸਤਾਦ ਨੇ ਰੋ ਦਿੱਤਾ
Bodily,علی نے چھینک دیا,Ali intentionally sneezed,علی نے چھینک دتا,ਅਲੀ ਨੇ ਛੀਂਕ ਦਿੱਤਾ
Bodily,ثنا نے ہنس دیا,Sana intentionally laughed,ثنا نے ہس دتا,ਸਨਾ ਨੇ ਹੱਸ ਦਿੱਤਾ
Bodilytake,رانی نے رو لیا,the queen is done crying,رانی نے رو لیا,ਰਾਨੀ ਨੇ ਰੋ ਲਿਆ
Bodilytake,استاد نے ہنس لیا,the teacher is done laughing,استاد نے ہنس لیا,ਉਸਤਾਦ ਨੇ ਹੱਸ ਲਿਆ
Bodilytake,ثنا نے کھانس لیا,Sana is done coughing,ثنا نے کھنگھ لیا,ਸਨਾ ਨੇ ਖੰਘ ਲਿਆ
Bodilytake,راجہ نے چھینک لیا,the king is done sneezing,راجا نے چھینک لیا,ਰਾਜਾ ਨੇ ਛੀਂਕ ਲਿਆ
Bodilytake,طالبہ نے ہنس لیا,the student is done laughing,شاگرد نے ہنس لیا,ਸ਼ਾਗਿਰਦ ਨੇ ਹੱਸ ਲਿਆ
Bodilytake,فاطمہ نے ہنس لیا,Fatima is done laughing,فاطمہ نے ہنس لیا,ਫਾਤਿਮa ਨੇ ਹੱਸ ਲਿਆ
Bodilytake,طالبہ نے کھانس لیا,the student is done coughing,شاگرد نے کھنگھ لیا,ਸ਼ਾਗਿਰਦ ਨੇ ਖੰਘ ਲਿਆ
Bodilytake,طالبہ نے رو لیا,the student is done crying,شاگرد نے رو لیا,ਸ਼ਾਗਿਰਦ ਨੇ ਰੋ ਲਿਆ
Bodilytake,علی نے رو لیا,Ali is done crying,علی نے رو لیا,ਅਲੀ ਨੇ ਰੋ ਲਿਆ
Bodilytake,رانی نے چھینک لیا,the queen is done sneezing,رانی نے چھینک لیا,ਰਾਨੀ ਨੇ ਛੀਂਕ ਲਿਆ
Bodilytake,ثنا نے ہنس لیا,Sana is done laughing,ثنا نے ہنس لیا,ਸਨਾ ਨੇ ਹੱਸ ਲਿਆ
Bodilytake,راجہ نے رو لیا,the king is done crying,راجا نے رو لیا,ਰਾਜਾ ਨੇ ਰੋ ਲਿਆ
Bodilytake,فاطمہ نے رو لیا,Fatima is done crying,فاطمہ نے رو لیا,ਫਾਤਿਮa ਨੇ ਰੋ ਲਿਆ
Bodilytake,لڑکے نے رو لیا,the boy is done crying,منڈے نے رو لیا,ਮੁੰਡੇ ਨੇ ਰੋ ਲਿਆ
Bodilytake,طالبہ نے چھینک لیا,the student is done sneezing,شاگرد نے چھینک لیا,ਸ਼ਾਗਿਰਦ ਨੇ ਛੀਂਕ ਲਿਆ
Bodilytake,استاد نے چھینک لیا,the teacher is done sneezing,استاد نے چھینک لیا,ਉਸਤਾਦ ਨੇ ਛੀਂਕ ਲਿਆ
Bodilytake,ثنا نے چھینک لیا,Sana is done sneezing,ثنا نے چھینک لیا,ਸਨਾ ਨੇ ਛੀਂਕ ਲਿਆ
Bodilytake,موٹو نے کھانس لیا,Motu is done coughing,موٹو نے کھنگھ لیا,ਮੋਟੂ ਨੇ ਖੰਘ ਲਿਆ
Bodilytake,راجہ نے کھانس لیا,the king is done coughing,راجا نے کھنگھ لیا,ਰਾਜਾ ਨੇ ਖੰਘ ਲਿਆ
Bodilytake,لڑکے نے چھینک لیا,the boy is done sneezing,منڈے نے چھینک لیا,ਮੁੰਡੇ ਨੇ ਛੀਂਕ ਲਿਆ
Bodilytake,موٹو نے رو لیا,Motu is done crying,موٹو نے رو لیا,ਮੋਟੂ ਨੇ ਰੋ ਲਿਆ
Bodilytake,فاطمہ نے کھانس لیا,Fatima is done coughing,فاطمہ نے کھنگھ لیا,ਫਾਤਿਮa ਨੇ ਖੰਘ ਲਿਆ
Bodilytake,استاد نے رو لیا,the teacher is done crying,استاد نے رو لیا,ਉਸਤਾਦ ਨੇ ਰੋ ਲਿਆ
Bodilytake,موٹو نے ہنس لیا,Motu is done laughing,موٹو نے ہنس لیا,ਮੋਟੂ ਨੇ ਹੱਸ ਲਿਆ
Bodilytake,لڑکی نے چھینک لیا,the girl is done sneezing,کُڑی نے چھینک لیا,ਕੁੜੀ ਨੇ ਛੀਂਕ ਲਿਆ
Bodilytake,ببلو نے ہنس لیا,Bablu is done laughing,ببلو نے ہنس لیا,ਬਬਲੂ ਨੇ ਹੱਸ ਲਿਆ
Bodilytake,لڑکے نے ہنس لیا,the boy is done laughing,منڈے نے ہنس لیا,ਮੁੰਡੇ ਨੇ ਹੱਸ ਲਿਆ
Bodilytake,احمد نے ہنس لیا,Ahmed is done laughing,احمد نے ہنس لیا,ਅਹਮਦ ਨੇ ਹੱਸ ਲਿਆ
Bodilytake,علی نے چھینک لیا,Ali is done sneezing,علی نے چھینک لیا,ਅਲੀ ਨੇ ਛੀਂਕ ਲਿਆ
Bodilytake,ببلو نے کھانس لیا,Bablu is done coughing,ببلو نے کھنگھ لیا,ਬਬਲੂ ਨੇ ਖੰਘ ਲਿਆ
Bodilytake,استاد نے کھانس لیا,the teacher is done coughing,استاد نے کھنگھ لیا,ਉਸਤਾਦ ਨੇ ਖੰਘ ਲਿਆ
Bodilytake,لڑکی نے کھانس لیا,the girl is done coughing,کُڑی نے کھنگھ لیا,ਕੁੜੀ ਨੇ ਖੰਘ ਲਿਆ
Bodilytake,رانی نے کھانس لیا,the queen is done coughing,رانی نے کھنگھ لیا,ਰਾਨੀ ਨੇ ਖੰਘ ਲਿਆ
Bodilytake,احمد نے رو لیا,Ahmed is done crying,احمد نے رو لیا,ਅਹਮਦ ਨੇ ਰੋ ਲਿਆ
Bodilytake,ببلو نے چھینک لیا,Bablu is done sneezing,ببلو نے چھینک لیا,ਬਬਲੂ ਨੇ ਛੀਂਕ ਲਿਆ
Bodilytake,لڑکی نے رو لیا,the girl is done crying,کُڑی نے رو لیا,ਕੁੜੀ ਨੇ ਰੋ ਲਿਆ
Bodilytake,رانی نے ہنس لیا,the queen is done laughing,رانی نے ہنس لیا,ਰਾਨੀ ਨੇ ਹੱਸ ਲਿਆ
Bodilytake,موٹو نے چھینک لیا,Motu is done sneezing,موٹو نے چھینک لیا,ਮੋਟੂ ਨੇ ਛੀਂਕ ਲਿਆ
Bodilytake,لڑکے نے کھانس لیا,the boy is done coughing,منڈے نے کھنگھ لیا,ਮੁੰਡੇ ਨੇ ਖੰਘ ਲਿਆ
Bodilytake,فاطمہ نے چھینک لیا,Fatima is done sneezing,فاطمہ نے چھینک لیا,ਫਾਤਿਮa ਨੇ ਛੀਂਕ ਲਿਆ
Bodilytake,علی نے ہنس لیا,Ali is done laughing,علی نے ہنس لیا,ਅਲੀ ਨੇ ਹੱਸ ਲਿਆ
Bodilytake,احمد نے کھانس لیا,Ahmed is done coughing,احمد نے کھنگھ لیا,ਅਹਮਦ ਨੇ ਖੰਘ ਲਿਆ
Bodilytake,راجہ نے ہنس لیا,the king is done laughing,راجا نے ہنس لیا,ਰਾਜਾ ਨੇ ਹੱਸ ਲਿਆ
Bodilytake,ببلو نے رو لیا,Bablu is done crying,ببلو نے رو لیا,ਬਬਲੂ ਨੇ ਰੋ ਲਿਆ
Bodilytake,علی نے کھانس لیا,Ali is done coughing,علی نے کھنگھ لیا,ਅਲੀ ਨੇ ਖੰਘ ਲਿਆ
Bodilytake,احمد نے چھینک لیا,Ahmed is done sneezing,احمد نے چھینک لیا,ਅਹਮਦ ਨੇ ਛੀਂਕ ਲਿਆ
Bodilytake,ثنا نے رو لیا,Sana is done crying,ثنا نے رو لیا,ਸਨਾ ਨੇ ਰੋ ਲਿਆ
Bodilytake,لڑکی نے ہنس لیا,the girl is done laughing,کُڑی نے ہنس لیا,ਕੁੜੀ ਨੇ ਹੱਸ ਲਿਆ
Modal,ببلو نے اسکول میں پڑھنا ہوگا,Bablu wants to study in school,ببلو نے سکول وچ پڑھنا ہوسی,ਬਬਲੂ ਨੇ ਸਕੂਲ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ
Modal,موٹو نے اسکول میں رہنا ہوگا,Motu wants to stay in school,موٹو نے سکول وچ رہنا ہوسی,ਮੋਟੂ ਨੇ ਸਕੂਲ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ
Modal,موٹو نے بازار میں کام کرنا ہوگا,Motu wants to work in market,موٹو نے بازار وچ کم کرنا ہوسی,ਮੋਟੂ ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ
