frame,urdu,english,punjabi,punjabi_gur,gold
NegSentence,لڑکے سے چابی نہیں ٹوٹ رہی ہے,the boy is not accidentally breaking the key,منڈے توں کنجی نئیں ٹُٹ رہی اے,ਮੁੰਡੇ ਤੋਂ ਕੁੰਜੀ ਨਹੀਂ ਟੁੱਟ ਰਹੀ ਏ,NVOL
NegSentence,ببلو سے کپ نہیں جل رہا ہے,Bablu is not accidentally burning the cup,ببلو توں کپ نئیں سڑ رہا اے,ਬਬਲੂ ਤੋਂ ਕਪ ਨਹੀਂ ਸੜ ਰਿਹਾ ਏ,NVOL
NegSentence,راجہ سے گڑیا نہیں جل رہی ہے,the king is not accidentally burning the doll,راجا توں گڈی نئیں سڑ رہی اے,ਰਾਜਾ ਤੋਂ ਗੱਡੀ ਨਹੀਂ ਸੜ ਰਹੀ ਏ,NVOL
NegSentence,علی سے قلم نہیں کھسک رہا ہے,Ali is not accidentally moving the pen,علی توں قلم نئیں کھسک رہا اے,ਅਲੀ ਤੋਂ ਕਲਮ ਨਹੀਂ ਖਸਕ ਰਿਹਾ ਏ,NVOL
NegSentence,ببلو سے پنسل نہیں کھسک رہی ہے,Bablu is not accidentally moving the pencil,ببلو توں پنسل نئیں کھسک رہی اے,ਬਬਲੂ ਤੋਂ ਪੈਨਸਿਲ ਨਹੀਂ ਖਸਕ ਰਹੀ ਏ,NVOL
NegSentence,ثنا سے گڑیا نہیں ٹوٹ رہی ہے,Sana is not accidentally breaking the doll,ثنا توں گڈی نئیں ٹُٹ رہی اے,ਸਨਾ ਤੋਂ ਗੱਡੀ ਨਹੀਂ ਟੁੱਟ ਰਹੀ ਏ,NVOL
NegSentence,لڑکے سے کپ نہیں الٹ رہا ہے,the boy is not accidentally flipping the cup,منڈے توں کپ نئیں الٹ رہا اے,ਮੁੰਡੇ ਤੋਂ ਕਪ ਨਹੀਂ ਉਲਟ ਰਿਹਾ ਏ,NVOL
NegSentence,ثنا سے چابی نہیں کھسک رہی ہے,Sana is not accidentally moving the key,ثنا توں کنجی نئیں کھسک رہی اے,ਸਨਾ ਤੋਂ ਕੁੰਜੀ ਨਹੀਂ ਖਸਕ ਰਹੀ ਏ,NVOL
NegSentence,راجہ سے چابی نہیں گر رہی ہے,the king is not accidentally dropping the key,راجا توں کنجی نئیں ڈِگ رہی اے,ਰਾਜਾ ਤੋਂ ਕੁੰਜੀ ਨਹੀਂ ਡਿੱਗ ਰਹੀ ਏ,NVOL
NegSentence,رانی سے پنسل نہیں ٹوٹ رہی ہے,the queen is not accidentally breaking the pencil,رانی توں پنسل نئیں ٹُٹ رہی اے,ਰਾਨੀ ਤੋਂ ਪੈਨਸਿਲ ਨਹੀਂ ਟੁੱਟ ਰਹੀ ਏ,NVOL
NegSentence,لڑکی سے گلدان نہیں جل رہا ہے,the girl is not accidentally burning the vase,کُڑی توں گلدان نئیں سڑ رہا اے,ਕੁੜੀ ਤੋਂ ਗੁਲਦਾਨ ਨਹੀਂ ਸੜ ਰਿਹਾ ਏ,NVOL
NegSentence,ثنا سے گلدان نہیں ٹوٹ رہا ہے,Sana is not accidentally breaking the vase,ثنا توں گلدان نئیں ٹُٹ رہا اے,ਸਨਾ ਤੋਂ ਗੁਲਦਾਨ ਨਹੀਂ ਟੁੱਟ ਰਿਹਾ ਏ,NVOL
NegSentence,راجہ سے کھلونا نہیں جل رہا ہے,the king is not accidentally burning the toy,راجا توں کھڈونا نئیں سڑ رہا اے,ਰਾਜਾ ਤੋਂ ਖਿਡੌਣਾ ਨਹੀਂ ਸੜ ਰਿਹਾ ਏ,NVOL
NegSentence,فاطمہ سے گاڑی نہیں کھسک رہی ہے,Fatima is not accidentally moving the car,فاطمہ توں گڈّی نئیں کھسک رہی اے,ਫਾਤਿਮਾ ਤੋਂ ਗੱਡੀ ਨਹੀਂ ਖਸਕ ਰਹੀ ਏ,NVOL
NegSentence,استاد سے گاڑی نہیں کھسک رہی ہے,the teacher is not accidentally moving the car,استاد توں گڈّی نئیں کھسک رہی اے,ਉਸਤਾਦ ਤੋਂ ਗੱਡੀ ਨਹੀਂ ਖਸਕ ਰਹੀ ਏ,NVOL
NegSentence,لڑکے سے کپ نہیں گر رہا ہے,the boy is not accidentally dropping the cup,منڈے توں کپ نئیں ڈِگ رہا اے,ਮੁੰਡੇ ਤੋਂ ਕਪ ਨਹੀਂ ਡਿੱਗ ਰਿਹਾ ਏ,NVOL
NegSentence,ثنا سے دروازہ نہیں کھسک رہا ہے,Sana is not accidentally moving the door,ثنا توں بوہا نئیں کھسک رہا اے,ਸਨਾ ਤੋਂ ਬੂਹਾ ਨਹੀਂ ਖਸਕ ਰਿਹਾ ਏ,NVOL
NegSentence,رانی سے چابی نہیں جل رہی ہے,the queen is not accidentally burning the key,رانی توں کنجی نئیں سڑ رہی اے,ਰਾਨੀ ਤੋਂ ਕੁੰਜੀ ਨਹੀਂ ਸੜ ਰਹੀ ਏ,NVOL
NegSentence,ثنا سے صراحی نہیں جل رہی ہے,Sana is not accidentally burning the pitcher,ثنا توں صراحی نئیں سڑ رہی اے,ਸਨਾ ਤੋਂ ਸੁਰਾਹੀ ਨਹੀਂ ਸੜ ਰਹੀ ਏ,NVOL
NegSentence,علی سے پنسل نہیں الٹ رہی ہے,Ali is not accidentally flipping the pencil,علی توں پنسل نئیں الٹ رہی اے,ਅਲੀ ਤੋਂ ਪੈਨਸਿਲ ਨਹੀਂ ਉਲਟ ਰਹੀ ਏ,NVOL
NegSentence,لڑکی سے گڑیا نہیں جل رہی ہے,the girl is not accidentally burning the doll,کُڑی توں گڈی نئیں سڑ رہی اے,ਕੁੜੀ ਤੋਂ ਗੱਡੀ ਨਹੀਂ ਸੜ ਰਹੀ ਏ,NVOL
NegSentence,موٹو سے قلم نہیں الٹ رہا ہے,Motu is not accidentally flipping the pen,موٹو توں قلم نئیں الٹ رہا اے,ਮੋਟੂ ਤੋਂ ਕਲਮ ਨਹੀਂ ਉਲਟ ਰਿਹਾ ਏ,NVOL
NegSentence,ثنا سے موبائل نہیں گر رہا ہے,Sana is not accidentally dropping the phone,ثنا توں موبائل نئیں ڈِگ رہا اے,ਸਨਾ ਤੋਂ ਮੋਬਾਈਲ ਨਹੀਂ ਡਿੱਗ ਰਿਹਾ ਏ,NVOL
NegSentence,طالبہ سے چابی نہیں گر رہی ہے,the student is not accidentally dropping the key,شاگرد توں کنجی نئیں ڈِگ رہی اے,ਸ਼ਾਗਿਰਦ ਤੋਂ ਕੁੰਜੀ ਨਹੀਂ ਡਿੱਗ ਰਹੀ ਏ,NVOL
NegSentence,رانی سے صراحی نہیں کھسک رہی ہے,the queen is not accidentally moving the pitcher,رانی توں صراحی نئیں کھسک رہی اے,ਰਾਨੀ ਤੋਂ ਸੁਰਾਹੀ ਨਹੀਂ ਖਸਕ ਰਹੀ ਏ,NVOL
NegSentence,رانی سے گڑیا نہیں کھسک رہی ہے,the queen is not accidentally moving the doll,رانی توں گڈی نئیں کھسک رہی اے,ਰਾਨੀ ਤੋਂ ਗੱਡੀ ਨਹੀਂ ਖਸਕ ਰਹੀ ਏ,NVOL
NegSentence,ثنا سے موبائل نہیں ٹوٹ رہا ہے,Sana is not accidentally breaking the phone,ثنا توں موبائل نئیں ٹُٹ رہا اے,ਸਨਾ ਤੋਂ ਮੋਬਾਈਲ ਨਹੀਂ ਟੁੱਟ ਰਿਹਾ ਏ,NVOL
NegSentence,راجہ سے صراحی نہیں کھسک رہی ہے,the king is not accidentally moving the pitcher,راجا توں صراحی نئیں کھسک رہی اے,ਰਾਜਾ ਤੋਂ ਸੁਰਾਹੀ ਨਹੀਂ ਖਸਕ ਰਹੀ ਏ,NVOL
NegSentence,علی سے کپ نہیں ٹوٹ رہا ہے,Ali is not accidentally breaking the cup,علی توں کپ نئیں ٹُٹ رہا اے,ਅਲੀ ਤੋਂ ਕਪ ਨਹੀਂ ਟੁੱਟ ਰਿਹਾ ਏ,NVOL
NegSentence,ثنا سے دروازہ نہیں گر رہا ہے,Sana is not accidentally dropping the door,ثنا توں بوہا نئیں ڈِگ رہا اے,ਸਨਾ ਤੋਂ ਬੂਹਾ ਨਹੀਂ ਡਿੱਗ ਰਿਹਾ ਏ,NVOL
NegSentence,طالبہ سے پنسل نہیں گر رہی ہے,the student is not accidentally dropping the pencil,شاگرد توں پنسل نئیں ڈِگ رہی اے,ਸ਼ਾਗਿਰਦ ਤੋਂ ਪੈਨਸਿਲ ਨਹੀਂ ਡਿੱਗ ਰਹੀ ਏ,NVOL
NegSentence,لڑکی سے قلم نہیں الٹ رہا ہے,the girl is not accidentally flipping the pen,کُڑی توں قلم نئیں الٹ رہا اے,ਕੁੜੀ ਤੋਂ ਕਲਮ ਨਹੀਂ ਉਲਟ ਰਿਹਾ ਏ,NVOL
NegSentence,طالبہ سے کپ نہیں کھسک رہا ہے,the student is not accidentally moving the cup,شاگرد توں کپ نئیں کھسک رہا اے,ਸ਼ਾਗਿਰਦ ਤੋਂ ਕਪ ਨਹੀਂ ਖਸਕ ਰਿਹਾ ਏ,NVOL
NegSentence,احمد سے قلم نہیں گر رہا ہے,Ahmed is not accidentally dropping the pen,احمد توں قلم نئیں ڈِگ رہا اے,ਅਹਮਦ ਤੋਂ ਕਲਮ ਨਹੀਂ ਡਿੱਗ ਰਿਹਾ ਏ,NVOL
NegSentence,احمد سے گڑیا نہیں جل رہی ہے,Ahmed is not accidentally burning the doll,احمد توں گڈی نئیں سڑ رہی اے,ਅਹਮਦ ਤੋਂ ਗੱਡੀ ਨਹੀਂ ਸੜ ਰਹੀ ਏ,NVOL
NegSentence,ثنا سے دروازہ نہیں الٹ رہا ہے,Sana is not accidentally flipping the door,ثنا توں بوہا نئیں الٹ رہا اے,ਸਨਾ ਤੋਂ ਬੂਹਾ ਨਹੀਂ ਉਲਟ ਰਿਹਾ ਏ,NVOL
NegSentence,علی سے کھلونا نہیں جل رہا ہے,Ali is not accidentally burning the toy,علی توں کھڈونا نئیں سڑ رہا اے,ਅਲੀ ਤੋਂ ਖਿਡੌਣਾ ਨਹੀਂ ਸੜ ਰਿਹਾ ਏ,NVOL
NegSentence,رانی سے کپ نہیں جل رہا ہے,the queen is not accidentally burning the cup,رانی توں کپ نئیں سڑ رہا اے,ਰਾਨੀ ਤੋਂ ਕਪ ਨਹੀਂ ਸੜ ਰਿਹਾ ਏ,NVOL
NegSentence,علی سے گلدان نہیں الٹ رہا ہے,Ali is not accidentally flipping the vase,علی توں گلدان نئیں الٹ رہا اے,ਅਲੀ ਤੋਂ ਗੁਲਦਾਨ ਨਹੀਂ ਉਲਟ ਰਿਹਾ ਏ,NVOL
NegSentence,لڑکی سے پنسل نہیں ٹوٹ رہی ہے,the girl is not accidentally breaking the pencil,کُڑی توں پنسل نئیں ٹُٹ رہی اے,ਕੁੜੀ ਤੋਂ ਪੈਨਸਿਲ ਨਹੀਂ ਟੁੱਟ ਰਹੀ ਏ,NVOL
NegSentence,لڑکے سے گاڑی نہیں کھسک رہی ہے,the boy is not accidentally moving the car,منڈے توں گڈّی نئیں کھسک رہی اے,ਮੁੰਡੇ ਤੋਂ ਗੱਡੀ ਨਹੀਂ ਖਸਕ ਰਹੀ ਏ,NVOL
NegSentence,موٹو سے گاڑی نہیں جل رہی ہے,Motu is not accidentally burning the car,موٹو توں گڈّی نئیں سڑ رہی اے,ਮੋਟੂ ਤੋਂ ਗੱਡੀ ਨਹੀਂ ਸੜ ਰਹੀ ਏ,NVOL
NegSentence,لڑکے سے کھلونا نہیں کھسک رہا ہے,the boy is not accidentally moving the toy,منڈے توں کھڈونا نئیں کھسک رہا اے,ਮੁੰਡੇ ਤੋਂ ਖਿਡੌਣਾ ਨਹੀਂ ਖਸਕ ਰਿਹਾ ਏ,NVOL
NegSentence,لڑکے سے چابی نہیں جل رہی ہے,the boy is not accidentally burning the key,منڈے توں کنجی نئیں سڑ رہی اے,ਮੁੰਡੇ ਤੋਂ ਕੁੰਜੀ ਨਹੀਂ ਸੜ ਰਹੀ ਏ,NVOL
NegSentence,لڑکے سے پنسل نہیں ٹوٹ رہی ہے,the boy is not accidentally breaking the pencil,منڈے توں پنسل نئیں ٹُٹ رہی اے,ਮੁੰਡੇ ਤੋਂ ਪੈਨਸਿਲ ਨਹੀਂ ਟੁੱਟ ਰਹੀ ਏ,NVOL
NegSentence,ثنا سے چابی نہیں جل رہی ہے,Sana is not accidentally burning the key,ثنا توں کنجی نئیں سڑ رہی اے,ਸਨਾ ਤੋਂ ਕੁੰਜੀ ਨਹੀਂ ਸੜ ਰਹੀ ਏ,NVOL
NegSentence,استاد سے موبائل نہیں الٹ رہا ہے,the teacher is not accidentally flipping the phone,استاد توں موبائل نئیں الٹ رہا اے,ਉਸਤਾਦ ਤੋਂ ਮੋਬਾਈਲ ਨਹੀਂ ਉਲਟ ਰਿਹਾ ਏ,NVOL
NegSentence,راجہ سے گلدان نہیں جل رہا ہے,the king is not accidentally burning the vase,راجا توں گلدان نئیں سڑ رہا اے,ਰਾਜਾ ਤੋਂ ਗੁਲਦਾਨ ਨਹੀਂ ਸੜ ਰਿਹਾ ਏ,NVOL
NegSentence,طالبہ سے کتاب نہیں الٹ رہی ہے,the student is not accidentally flipping the book,شاگرد توں کتاب نئیں الٹ رہی اے,ਸ਼ਾਗਿਰਦ ਤੋਂ ਕਿਤਾਬ ਨਹੀਂ ਉਲਟ ਰਹੀ ਏ,NVOL
NegSentence,موٹو سے کھلونا نہیں جل رہا ہے,Motu is not accidentally burning the toy,موٹو توں کھڈونا نئیں سڑ رہا اے,ਮੋਟੂ ਤੋਂ ਖਿਡੌਣਾ ਨਹੀਂ ਸੜ ਰਿਹਾ ਏ,NVOL
NegSentence,لڑکے سے گڑیا نہیں جل رہی ہے,the boy is not accidentally burning the doll,منڈے توں گڈی نئیں سڑ رہی اے,ਮੁੰਡੇ ਤੋਂ ਗੱਡੀ ਨਹੀਂ ਸੜ ਰਹੀ ਏ,NVOL
NegSentence,لڑکی سے صراحی نہیں ٹوٹ رہی ہے,the girl is not accidentally breaking the pitcher,کُڑی توں صراحی نئیں ٹُٹ رہی اے,ਕੁੜੀ ਤੋਂ ਸੁਰਾਹੀ ਨਹੀਂ ਟੁੱਟ ਰਹੀ ਏ,NVOL
NegSentence,موٹو سے دروازہ نہیں ٹوٹ رہا ہے,Motu is not accidentally breaking the door,موٹو توں بوہا نئیں ٹُٹ رہا اے,ਮੋਟੂ ਤੋਂ ਬੂਹਾ ਨਹੀਂ ਟੁੱਟ ਰਿਹਾ ਏ,NVOL
NegSentence,لڑکی سے صراحی نہیں کھسک رہی ہے,the girl is not accidentally moving the pitcher,کُڑی توں صراحی نئیں کھسک رہی اے,ਕੁੜੀ ਤੋਂ ਸੁਰਾਹੀ ਨਹੀਂ ਖਸਕ ਰਹੀ ਏ,NVOL
NegSentence,علی سے گڑیا نہیں گر رہی ہے,Ali is not accidentally dropping the doll,علی توں گڈی نئیں ڈِگ رہی اے,ਅਲੀ ਤੋਂ ਗੱਡੀ ਨਹੀਂ ਡਿੱਗ ਰਹੀ ਏ,NVOL
NegSentence,لڑکے سے گڑیا نہیں گر رہی ہے,the boy is not accidentally dropping the doll,منڈے توں گڈی نئیں ڈِگ رہی اے,ਮੁੰਡੇ ਤੋਂ ਗੱਡੀ ਨਹੀਂ ਡਿੱਗ ਰਹੀ ਏ,NVOL
NegSentence,راجہ سے صراحی نہیں الٹ رہی ہے,the king is not accidentally flipping the pitcher,راجا توں صراحی نئیں الٹ رہی اے,ਰਾਜਾ ਤੋਂ ਸੁਰਾਹੀ ਨਹੀਂ ਉਲਟ ਰਹੀ ਏ,NVOL
NegSentence,فاطمہ سے چابی نہیں ٹوٹ رہی ہے,Fatima is not accidentally breaking the key,فاطمہ توں کنجی نئیں ٹُٹ رہی اے,ਫਾਤਿਮਾ ਤੋਂ ਕੁੰਜੀ ਨਹੀਂ ਟੁੱਟ ਰਹੀ ਏ,NVOL
NegSentence,طالبہ سے کتاب نہیں ٹوٹ رہی ہے,the student is not accidentally breaking the book,شاگرد توں کتاب نئیں ٹُٹ رہی اے,ਸ਼ਾਗਿਰਦ ਤੋਂ ਕਿਤਾਬ ਨਹੀਂ ਟੁੱਟ ਰਹੀ ਏ,NVOL
NegSentence,احمد سے صراحی نہیں جل رہی ہے,Ahmed is not accidentally burning the pitcher,احمد توں صراحی نئیں سڑ رہی اے,ਅਹਮਦ ਤੋਂ ਸੁਰਾਹੀ ਨਹੀਂ ਸੜ ਰਹੀ ਏ,NVOL
NegSentence,لڑکی سے قلم نہیں کھسک رہا ہے,the girl is not accidentally moving the pen,کُڑی توں قلم نئیں کھسک رہا اے,ਕੁੜੀ ਤੋਂ ਕਲਮ ਨਹੀਂ ਖਸਕ ਰਿਹਾ ਏ,NVOL
NegSentence,لڑکے سے موبائل نہیں ٹوٹ رہا ہے,the boy is not accidentally breaking the phone,منڈے توں موبائل نئیں ٹُٹ رہا اے,ਮੁੰਡੇ ਤੋਂ ਮੋਬਾਈਲ ਨਹੀਂ ਟੁੱਟ ਰਿਹਾ ਏ,NVOL
NegSentence,ببلو سے موبائل نہیں جل رہا ہے,Bablu is not accidentally burning the phone,ببلو توں موبائل نئیں سڑ رہا اے,ਬਬਲੂ ਤੋਂ ਮੋਬਾਈਲ ਨਹੀਂ ਸੜ ਰਿਹਾ ਏ,NVOL
NegSentence,لڑکی سے قلم نہیں جل رہا ہے,the girl is not accidentally burning the pen,کُڑی توں قلم نئیں سڑ رہا اے,ਕੁੜੀ ਤੋਂ ਕਲਮ ਨਹੀਂ ਸੜ ਰਿਹਾ ਏ,NVOL
NegSentence,لڑکے سے موبائل نہیں گر رہا ہے,the boy is not accidentally dropping the phone,منڈے توں موبائل نئیں ڈِگ رہا اے,ਮੁੰਡੇ ਤੋਂ ਮੋਬਾਈਲ ਨਹੀਂ ਡਿੱਗ ਰਿਹਾ ਏ,NVOL
NegSentence,فاطمہ سے قلم نہیں الٹ رہا ہے,Fatima is not accidentally flipping the pen,فاطمہ توں قلم نئیں الٹ رہا اے,ਫਾਤਿਮਾ ਤੋਂ ਕਲਮ ਨਹੀਂ ਉਲਟ ਰਿਹਾ ਏ,NVOL
NegSentence,علی سے کتاب نہیں الٹ رہی ہے,Ali is not accidentally flipping the book,علی توں کتاب نئیں الٹ رہی اے,ਅਲੀ ਤੋਂ ਕਿਤਾਬ ਨਹੀਂ ਉਲਟ ਰਹੀ ਏ,NVOL
NegSentence,ببلو سے چابی نہیں الٹ رہی ہے,Bablu is not accidentally flipping the key,ببلو توں کنجی نئیں الٹ رہی اے,ਬਬਲੂ ਤੋਂ ਕੁੰਜੀ ਨਹੀਂ ਉਲਟ ਰਹੀ ਏ,NVOL
NegSentence,رانی سے کتاب نہیں کھسک رہی ہے,the queen is not accidentally moving the book,رانی توں کتاب نئیں کھسک رہی اے,ਰਾਨੀ ਤੋਂ ਕਿਤਾਬ ਨਹੀਂ ਖਸਕ ਰਹੀ ਏ,NVOL
NegSentence,احمد سے چابی نہیں الٹ رہی ہے,Ahmed is not accidentally flipping the key,احمد توں کنجی نئیں الٹ رہی اے,ਅਹਮਦ ਤੋਂ ਕੁੰਜੀ ਨਹੀਂ ਉਲਟ ਰਹੀ ਏ,NVOL
NegSentence,استاد سے پنسل نہیں ٹوٹ رہی ہے,the teacher is not accidentally breaking the pencil,استاد توں پنسل نئیں ٹُٹ رہی اے,ਉਸਤਾਦ ਤੋਂ ਪੈਨਸਿਲ ਨਹੀਂ ਟੁੱਟ ਰਹੀ ਏ,NVOL
NegSentence,احمد سے کپ نہیں جل رہا ہے,Ahmed is not accidentally burning the cup,احمد توں کپ نئیں سڑ رہا اے,ਅਹਮਦ ਤੋਂ ਕਪ ਨਹੀਂ ਸੜ ਰਿਹਾ ਏ,NVOL
NegSentence,ببلو سے کتاب نہیں جل رہی ہے,Bablu is not accidentally burning the book,ببلو توں کتاب نئیں سڑ رہی اے,ਬਬਲੂ ਤੋਂ ਕਿਤਾਬ ਨਹੀਂ ਸੜ ਰਹੀ ਏ,NVOL
NegSentence,موٹو سے صراحی نہیں الٹ رہی ہے,Motu is not accidentally flipping the pitcher,موٹو توں صراحی نئیں الٹ رہی اے,ਮੋਟੂ ਤੋਂ ਸੁਰਾਹੀ ਨਹੀਂ ਉਲਟ ਰਹੀ ਏ,NVOL
NegSentence,ببلو سے صراحی نہیں گر رہی ہے,Bablu is not accidentally dropping the pitcher,ببلو توں صراحی نئیں ڈِگ رہی اے,ਬਬਲੂ ਤੋਂ ਸੁਰਾਹੀ ਨਹੀਂ ਡਿੱਗ ਰਹੀ ਏ,NVOL
NegSentence,فاطمہ سے گڑیا نہیں گر رہی ہے,Fatima is not accidentally dropping the doll,فاطمہ توں گڈی نئیں ڈِگ رہی اے,ਫਾਤਿਮਾ ਤੋਂ ਗੱਡੀ ਨਹੀਂ ਡਿੱਗ ਰਹੀ ਏ,NVOL
NegSentence,ببلو سے گڑیا نہیں گر رہی ہے,Bablu is not accidentally dropping the doll,ببلو توں گڈی نئیں ڈِگ رہی اے,ਬਬਲੂ ਤੋਂ ਗੱਡੀ ਨਹੀਂ ਡਿੱਗ ਰਹੀ ਏ,NVOL
NegSentence,استاد سے پنسل نہیں جل رہی ہے,the teacher is not accidentally burning the pencil,استاد توں پنسل نئیں سڑ رہی اے,ਉਸਤਾਦ ਤੋਂ ਪੈਨਸਿਲ ਨਹੀਂ ਸੜ ਰਹੀ ਏ,NVOL
NegSentence,فاطمہ سے کھلونا نہیں جل رہا ہے,Fatima is not accidentally burning the toy,فاطمہ توں کھڈونا نئیں سڑ رہا اے,ਫਾਤਿਮਾ ਤੋਂ ਖਿਡੌਣਾ ਨਹੀਂ ਸੜ ਰਿਹਾ ਏ,NVOL
NegSentence,فاطمہ سے پنسل نہیں گر رہی ہے,Fatima is not accidentally dropping the pencil,فاطمہ توں پنسل نئیں ڈِگ رہی اے,ਫਾਤਿਮਾ ਤੋਂ ਪੈਨਸਿਲ ਨਹੀਂ ਡਿੱਗ ਰਹੀ ਏ,NVOL
NegSentence,موٹو سے گلدان نہیں ٹوٹ رہا ہے,Motu is not accidentally breaking the vase,موٹو توں گلدان نئیں ٹُٹ رہا اے,ਮੋਟੂ ਤੋਂ ਗੁਲਦਾਨ ਨਹੀਂ ਟੁੱਟ ਰਿਹਾ ਏ,NVOL
NegSentence,علی سے کپ نہیں الٹ رہا ہے,Ali is not accidentally flipping the cup,علی توں کپ نئیں الٹ رہا اے,ਅਲੀ ਤੋਂ ਕਪ ਨਹੀਂ ਉਲਟ ਰਿਹਾ ਏ,NVOL
NegSentence,ثنا سے قلم نہیں ٹوٹ رہا ہے,Sana is not accidentally breaking the pen,ثنا توں قلم نئیں ٹُٹ رہا اے,ਸਨਾ ਤੋਂ ਕਲਮ ਨਹੀਂ ਟੁੱਟ ਰਿਹਾ ਏ,NVOL
NegSentence,طالبہ سے گاڑی نہیں جل رہی ہے,the student is not accidentally burning the car,شاگرد توں گڈّی نئیں سڑ رہی اے,ਸ਼ਾਗਿਰਦ ਤੋਂ ਗੱਡੀ ਨਹੀਂ ਸੜ ਰਹੀ ਏ,NVOL
NegSentence,لڑکی سے کپ نہیں کھسک رہا ہے,the girl is not accidentally moving the cup,کُڑی توں کپ نئیں کھسک رہا اے,ਕੁੜੀ ਤੋਂ ਕਪ ਨਹੀਂ ਖਸਕ ਰਿਹਾ ਏ,NVOL
NegSentence,موٹو سے کھلونا نہیں الٹ رہا ہے,Motu is not accidentally flipping the toy,موٹو توں کھڈونا نئیں الٹ رہا اے,ਮੋਟੂ ਤੋਂ ਖਿਡੌਣਾ ਨਹੀਂ ਉਲਟ ਰਿਹਾ ਏ,NVOL
NegSentence,لڑکی سے چابی نہیں ٹوٹ رہی ہے,the girl is not accidentally breaking the key,کُڑی توں کنجی نئیں ٹُٹ رہی اے,ਕੁੜੀ ਤੋਂ ਕੁੰਜੀ ਨਹੀਂ ਟੁੱਟ ਰਹੀ ਏ,NVOL
Coordinated,لڑکے سے گلدان الٹ گیا ہے اور رانی سے دروازہ کھسک رہا ہے,the boy has accidentally flipped the vase and the queen is accidentally moving the door,منڈے توں گلدان الٹ گیا اے تے رانی توں بوہا کھسک رہا اے,ਮੁੰਡੇ ਤੋਂ ਗੁਲਦਾਨ ਉਲਟ ਗਿਆ ਏ ਤੇ ਰਾਨੀ ਤੋਂ ਬੂਹਾ ਖਸਕ ਰਿਹਾ ਏ,NVOL
Coordinated,فاطمہ سے کتاب الٹ جائے گی اور لڑکی سے صراحی گر گئی,Fatima will accidentally flip the book and the girl accidentally dropped the pitcher,فاطمہ توں کتاب الٹ جاوے گی تے کُڑی توں صراحی ڈِگ گئی,ਫਾਤਿਮਾ ਤੋਂ ਕਿਤਾਬ ਉਲਟ ਜਾਵੇਗੀ ਤੇ ਕੁੜੀ ਤੋਂ ਸੁਰਾਹੀ ਡਿੱਗ ਗਈ,NVOL
Coordinated,فاطمہ سے کپ جل گیا لیکن لڑکے سے گاڑیاں گر گئیں,Fatima accidentally burned the cup but the boy accidentally dropped the cars,فاطمہ توں کپ سڑ گیا پر منڈے توں گڈیاں ڈِگ گئیاں,ਫਾਤਿਮਾ ਤੋਂ ਕਪ ਸੜ ਗਿਆ ਪਰ ਮੁੰਡੇ ਤੋਂ ਗੱਡੀਆਂ ਡਿੱਗ ਗਈਆਂ,NVOL
Coordinated,طالبہ سے گڑیا الٹ جائے گی لیکن فاطمہ سے کھلونے کھسک گئے,the student will accidentally flip the doll but Fatima accidentally moved the toys,شاگرد توں گڈی الٹ جاوے گی پر فاطمہ توں کھڈونے کھسک گئے,ਸ਼ਾਗਿਰਦ ਤੋਂ ਗੱਡੀ ਉਲਟ ਜਾਵੇਗੀ ਪਰ ਫਾਤਿਮਾ ਤੋਂ ਖਿਡੌਣੇ ਖਸਕ ਗਏ,NVOL
Coordinated,فاطمہ سے کھلونا جل گیا اور ببلو سے چابی کھسک جائے گی,Fatima accidentally burned the toy and Bablu will accidentally move the key,فاطمہ توں کھڈونا سڑ گیا تے ببلو توں کنجی کھسک جاوے گی,ਫਾਤਿਮਾ ਤੋਂ ਖਿਡੌਣਾ ਸੜ ਗਿਆ ਤੇ ਬਬਲੂ ਤੋਂ ਕੁੰਜੀ ਖਸਕ ਜਾਵੇਗੀ,NVOL
Coordinated,لڑکے سے گاڑیاں گر گئیں لیکن لڑکی سے صراحیاں ٹوٹ گئیں,the boy accidentally dropped the cars but the girl accidentally broke the pitchers,منڈے توں گڈیاں ڈِگ گئیاں پر کُڑی توں صراحیاں ٹُٹ گئیاں,ਮੁੰਡੇ ਤੋਂ ਗੱਡੀਆਂ ਡਿੱਗ ਗਈਆਂ ਪਰ ਕੁੜੀ ਤੋਂ ਸੁਰਾਹੀਆਂ ਟੁੱਟ ਗਈਆਂ,NVOL
Coordinated,احمد سے پنسلیں جل گئیں اور موٹو سے کھلونے ٹوٹ گئے,Ahmed accidentally burned the pencils and Motu accidentally broke the toys,احمد توں پنسلاں سڑ گئیاں تے موٹو توں کھڈونے ٹُٹ گئے,ਅਹਮਦ ਤੋਂ ਪੈਨਸਿਲਾਂ ਸੜ ਗਈਆਂ ਤੇ ਮੋਟੂ ਤੋਂ ਖਿਡੌਣੇ ਟੁੱਟ ਗਏ,NVOL
Coordinated,ببلو سے کتابیں کھسک گئیں لیکن احمد سے کتاب ٹوٹ رہی ہے,Bablu accidentally moved the books but Ahmed is accidentally breaking the book,ببلو توں کتاباں کھسک گئیاں پر احمد توں کتاب ٹُٹ رہی اے,ਬਬਲੂ ਤੋਂ ਕਿਤਾਬਾਂ ਖਸਕ ਗਈਆਂ ਪਰ ਅਹਮਦ ਤੋਂ ਕਿਤਾਬ ਟੁੱਟ ਰਹੀ ਏ,NVOL
